"0","ocean_proximity_3lev"
"1","   [1]"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1","
"
"1","  [12]"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1","
"
"1","  [23]"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1","
"
"1","  [34]"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1","
"
"1","  [45]"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1","
"
"1","  [56]"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1","
"
"1","  [67]"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1"," NEAR OCEAN"
"1","
"
"1","  [78]"
